ga,bmi,p_marg_point,p_marg_lo_bs,p_marg_hi_bs,p_marg_se_bs
15.7,31.8115975966851,0.8604619250668286,0.8357892522787328,0.8930163535159114,0.015847516555226874
15.8,31.8115975966851,0.8595963054702925,0.8348405160720602,0.8921698763228353,0.015916554934101153
15.9,31.8115975966851,0.8585504564581293,0.8337237398088987,0.8911288591222989,0.01599560200912907
16.0,31.8115975966851,0.8573318259810305,0.8321794374941075,0.889903966942549,0.016084877279528387
16.1,31.8115975966851,0.8559477467985108,0.8304082964665485,0.888506211899386,0.016184724360745008
16.2,31.8115975966851,0.8544055063954448,0.8284509809475523,0.8869536137855496,0.016295584779248043
16.3,31.8115975966851,0.8527124129429727,0.8263173274223453,0.8852339764957089,0.016417972026492977
16.4,31.8115975966851,0.8508758571403994,0.8239629186334766,0.8833536931452178,0.01655244522263583
16.5,31.8115975966851,0.8489033697623575,0.8214311133761156,0.8813192758417145,0.016699581997168027
16.6,31.8115975966851,0.8468026747263663,0.8187500842682032,0.8791374421521986,0.016859950453286567
16.7,31.8115975966851,0.8445817374908907,0.8159311937931596,0.8768151956797852,0.017034080337448302
16.8,31.8115975966851,0.8422488085950106,0.8130641885898188,0.8743599004533926,0.01722243377424812
16.9,31.8115975966851,0.8398124621580241,0.8101656042953123,0.8719599366057571,0.017425376136618962
17.0,31.8115975966851,0.8372816291717144,0.8069686007012404,0.8697483263008248,0.0176431477885904
17.1,31.8115975966851,0.8346656254395942,0.8036667653298368,0.8674401569336379,0.017875837550065048
17.2,31.8115975966851,0.8319741740459181,0.800273262873857,0.8650916712722782,0.018123358781020088
17.3,31.8115975966851,0.8292174222724539,0.7968018257940751,0.8626649383766697,0.01838542896218501
17.4,31.8115975966851,0.8264059529215334,0.7932667622485696,0.8604639330290824,0.01866155356277323
17.5,31.8115975966851,0.8235507900489987,0.7893930518804582,0.8582742897119365,0.01895101484203111
17.6,31.8115975966851,0.8206633991586749,0.7852665037730191,0.8560666429575676,0.019252866044555596
17.7,31.8115975966851,0.8177556819592425,0.7811461990065527,0.8538522787245113,0.019565931237739066
17.8,31.8115975966851,0.814839965833068,0.7770526881286878,0.8516428899749735,0.01988881082301381
17.9,31.8115975966851,0.8119289882128434,0.7730071248894186,0.8494505589111453,0.020219892549287292
18.0,31.8115975966851,0.8090358761038219,0.7690312017057286,0.8472877334613664,0.02055736768254862
18.1,31.8115975966851,0.8061741210252946,0.7651470790795738,0.8451671981906528,0.020899251850651227
18.200000000000003,31.8115975966851,0.8033575496732208,0.7613773100277936,0.8431020398364498,0.021243409992254124
18.3,31.8115975966851,0.800600290625095,0.7577447605317021,0.8411056076887414,0.021587584794161514
18.4,31.8115975966851,0.7979167374172643,0.7542725269225852,0.8391914690422732,0.02192942799809789
18.5,31.8115975966851,0.7953215083233162,0.7509838509888339,0.8373733599473859,0.022266533989499133
18.6,31.8115975966851,0.7928294031491339,0.74790203342287,0.8356651314741629,0.022596475195668948
18.700000000000003,31.8115975966851,0.7904553573361573,0.7450503460250592,0.8340806916828989,0.022916843932946074
18.8,31.8115975966851,0.7882143936290565,0.7424519428510579,0.8326330043841489,0.02322523248807323
18.9,31.8115975966851,0.786121571518263,0.7401297702334475,0.8313291385950946,0.023518907608481042
19.0,31.8115975966851,0.7841919346124243,0.738106475333194,0.830173746977564,0.02379502148825148
19.1,31.8115975966851,0.7824404560317252,0.7364043125875124,0.8291712457910424,0.02405078554595528
19.200000000000003,31.8115975966851,0.7808819818418291,0.7350450471247058,0.8283258109421523,0.024283514617672773
19.3,31.8115975966851,0.7795311724711182,0.7330843700391083,0.8276413677958326,0.02449067634303711
19.4,31.8115975966851,0.7784024419734316,0.7314259950992822,0.8271215790934697,0.024669960458488613
19.5,31.8115975966851,0.7775098949159293,0.7301251680038815,0.8267698309854953,0.02481973654808864
19.6,31.8115975966851,0.7768672605903801,0.7292030191331164,0.8266084034543381,0.024938861672898834
19.700000000000003,31.8115975966851,0.776487824168273,0.7286666884125671,0.8266273848214014,0.02502596913503589
19.8,31.8115975966851,0.7763843543491578,0.7285050134848459,0.8268197229346452,0.025079444440473466
19.9,31.8115975966851,0.7765690269911842,0.7287833736127461,0.82718675555996,0.025097483409329255
20.0,31.8115975966851,0.7770533441669755,0.7296117962402877,0.8277294645831452,0.025078191968807395
20.1,31.8115975966851,0.7778438700614088,0.7315917640617121,0.8284469708577129,0.025020553072580002
20.200000000000003,31.8115975966851,0.7789297260960775,0.7339208804063739,0.8293321060599255,0.024927070027963412
20.3,31.8115975966851,0.7802953230718365,0.7365740546536679,0.8303759584532752,0.0248013074366765
20.4,31.8115975966851,0.7819246443601906,0.7395258924578286,0.8315694122903907,0.024646953336701475
20.5,31.8115975966851,0.783801326115071,0.7427507968590745,0.832903192497736,0.024467706921905055
20.6,31.8115975966851,0.7859087341111589,0.7457323930711102,0.834367907582754,0.024267177217859245
20.700000000000003,31.8115975966851,0.788230037790383,0.7485332250446359,0.8359540908379337,0.02404879269548433
20.8,31.8115975966851,0.7907482819625661,0.7511683107033935,0.8377963825759351,0.023815722313575413
20.9,31.8115975966851,0.7934464564699264,0.7535928459883747,0.8398837411849195,0.023570808870699254
21.0,31.8115975966851,0.7963075639918656,0.7562670801996514,0.8420716722302918,0.023316515782776857
21.1,31.8115975966851,0.799314686040012,0.7591742826789587,0.8445697526501638,0.023054888460508606
21.200000000000003,31.8115975966851,0.8024510470766363,0.7627457557384755,0.8471468177563499,0.022787531330332712
21.3,31.8115975966851,0.8057000765859319,0.7667704472690545,0.8497782681739866,0.022515601231856322
21.4,31.8115975966851,0.8090454688388224,0.7709320549665053,0.8524524015655702,0.022239817462452998
21.5,31.8115975966851,0.8124712400206106,0.775245188259382,0.8551578892974958,0.021960488174541836
21.6,31.8115975966851,0.8159617823381284,0.7793418193596964,0.8578838060776041,0.021677552226318876
21.700000000000003,31.8115975966851,0.8195019146894055,0.7827918233598403,0.8606427730635309,0.021390635012529517
21.8,31.8115975966851,0.8230769294650772,0.786415667917788,0.8634712851283645,0.021099116324970253
21.9,31.8115975966851,0.8266726350552763,0.7901772692890869,0.8662700327620549,0.020802207966357057
22.0,31.8115975966851,0.8302753936578655,0.7940656013219118,0.8690314354090841,0.020499038698902523
22.1,31.8115975966851,0.8338721540213636,0.7981677118442855,0.8717483769704623,0.020188744158803267
22.200000000000003,31.8115975966851,0.8374504788062332,0.8021754811088728,0.8744142027545585,0.01987055959401787
22.3,31.8115975966851,0.8409985663090633,0.8061266823491803,0.8768598234841026,0.01954391364853733
22.4,31.8115975966851,0.8445052663621477,0.8100592900909618,0.8792475007117988,0.019208533635762148
22.5,31.8115975966851,0.8479600902935266,0.8139628748270766,0.8815972669675352,0.018864905414268884
22.6,31.8115975966851,0.8513532149069,0.8178849014996515,0.8839045308921731,0.018514386101910533
22.700000000000003,31.8115975966851,0.8546754805143217,0.8220765488239715,0.8861649748862604,0.018158735566245823
22.8,31.8115975966851,0.8579183831251987,0.8262862946950204,0.8883745227521591,0.017800021209067284
22.9,31.8115975966851,0.8610740609608936,0.8303824956148128,0.8912045883729272,0.017440669267124398
23.0,31.8115975966851,0.8641352755238308,0.8341293156759962,0.8935865301511043,0.0170834968601064
23.1,31.8115975966851,0.8670953875019984,0.8378502860612711,0.8957384803232873,0.016731751787070474
23.200000000000003,31.8115975966851,0.869948327833559,0.8415384743750728,0.8980174990979937,0.016389163878565014
23.3,31.8115975966851,0.8726885642910237,0.8447314356474053,0.9007877764377845,0.0160600036775583
23.4,31.8115975966851,0.8753110639698247,0.8479904949360317,0.9034592833627274,0.01574914263245954
23.5,31.8115975966851,0.8778112520819166,0.8513598143160286,0.9059895031482615,0.015462107049927416
23.6,31.8115975966851,0.8801849674611592,0.8546251602847559,0.9083713054821593,0.01520508083659535
23.700000000000003,31.8115975966851,0.8824284151838173,0.8577668507784632,0.9105090770859839,0.014984309132756939
23.8,31.8115975966851,0.8845381166950329,0.860796621497221,0.9126285599700027,0.014805527870789962
23.9,31.8115975966851,0.8865108578109355,0.8637101713297806,0.9145812067048196,0.014673944124909388
24.0,31.8115975966851,0.8883436349370506,0.8664269274833818,0.9163622123702848,0.014594176745676906
24.1,31.8115975966851,0.8900335998077419,0.8683689300633088,0.9182701890485364,0.01457026040055333
24.200000000000003,31.8115975966851,0.8915780030096865,0.8698825398477773,0.9200737529626825,0.014605717261815058
24.3,31.8115975966851,0.8929741365062116,0.8702737236897835,0.9217490983662815,0.014703691321191552
24.4,31.8115975966851,0.8942192753299432,0.8702107200237835,0.9233440302297846,0.014867134739415932
24.5,31.8115975966851,0.8953106185602216,0.8697581271331253,0.9248156574141979,0.015099030987905505
24.6,31.8115975966851,0.8962478906559795,0.8691190250568422,0.9265302004857835,0.0154017777761567
24.700000000000003,31.8115975966851,0.8970410952708241,0.8683149100235056,0.92846671017882,0.015774182784652625
24.8,31.8115975966851,0.8977022458720602,0.8673707436003988,0.9299444990778518,0.016213119834166977
24.9,31.8115975966851,0.898242744991218,0.8663111545762592,0.9309759298892092,0.016714520738218632
25.0,31.8115975966851,0.8986734667210808,0.8651606409013682,0.9328866827910417,0.017273714526670904
