TP,FN,FP,TN,sens,spec,ppv,npv,f1,chrom,model,auc
3,20,10,572,0.13043478260869565,0.9828178694158075,0.23076923076923078,0.9662162162162162,0.16666666666666666,13,full_feature_logistic,0.7661736142238159
19,27,28,531,0.41304347826086957,0.9499105545617174,0.40425531914893614,0.9516129032258065,0.40860215053763443,18,full_feature_logistic,0.8522983588706542
1,12,1,591,0.07692307692307693,0.9983108108108109,0.5,0.9800995024875622,0.13333333333333333,21,full_feature_logistic,0.6633316008316008
