replicate,chrom,q,coverage,tau,f1,auc
123,13,-0.028014503,0.9017713365539453,5.5,0.0,0.4304587155963303
123,18,-0.028014503,0.9017713365539453,5.5,0.0,0.5713402244014488
123,21,-0.028014503,0.9017713365539453,3.0,0.0,0.4914920545633525
124,13,-0.028520332,0.9028006589785832,5.5,0.0,0.3490683229813665
124,18,-0.028520332,0.9028006589785832,5.5,0.0,0.532703488372093
124,21,-0.028520332,0.9028006589785832,3.0,0.0,0.6678240740740742
125,13,-0.026191592,0.899488926746167,5.5,0.0,0.415255905511811
125,18,-0.026191592,0.899488926746167,5.0,0.0,0.6027049873203718
125,21,-0.026191592,0.899488926746167,3.0,0.0,0.5300970873786408
126,13,-0.026855725,0.8925619834710744,5.5,0.0,0.30564881039264347
126,18,-0.026855725,0.8925619834710744,5.5,0.0,0.5771428571428572
126,21,-0.026855725,0.8925619834710744,3.0,0.0,0.6269811320754717
127,13,-0.0268363806,0.8991735537190083,3.5,0.0,0.5311274091761896
127,18,-0.0268363806,0.8991735537190083,5.0,0.0,0.5278315065549108
127,21,-0.0268363806,0.8991735537190083,3.0,0.0,0.47762784090909083
128,13,-0.0260829125,0.9024793388429752,5.5,0.0,0.5441754603765776
128,18,-0.0260829125,0.9024793388429752,5.5,0.0,0.6107060820932788
128,21,-0.0260829125,0.9024793388429752,3.0,0.0,0.4587935429056924
129,13,-0.027774061500000002,0.900163666121113,5.5,0.0,0.4052428018908466
129,18,-0.027774061500000002,0.900163666121113,5.5,0.0,0.4794007490636704
129,21,-0.027774061500000002,0.900163666121113,3.0,0.0,0.48648052091380645
130,13,-0.025732303999999998,0.8967851099830795,5.5,0.0,0.5447522916881244
130,18,-0.025732303999999998,0.8967851099830795,5.0,0.0,0.5895915678524375
130,21,-0.025732303999999998,0.8967851099830795,3.0,0.0,0.2962164750957854
131,13,-0.026887723,0.8980263157894737,5.5,0.0,0.36789591315453385
131,18,-0.026887723,0.8980263157894737,5.5,0.0,0.6147338403041824
131,21,-0.026887723,0.8980263157894737,3.0,0.0,0.4786204744069913
132,13,-0.0268068165,0.8916666666666667,5.5,0.0,0.47916666666666663
132,18,-0.0268068165,0.8916666666666667,5.0,0.0,0.5821093431252551
132,21,-0.0268068165,0.8916666666666667,3.0,0.0,0.5324427480916031
133,13,-0.028220193,0.8981324278438031,5.5,0.0,0.3626204238921002
133,18,-0.028220193,0.8981324278438031,5.5,0.0,0.4181623931623931
133,21,-0.028220193,0.8981324278438031,3.0,0.0,0.5560428849902534
134,13,-0.0245702467,0.9011532125205931,5.5,0.0,0.5038841807909604
134,18,-0.0245702467,0.9011532125205931,5.5,0.0,0.6482741453700631
134,21,-0.0245702467,0.9011532125205931,3.0,0.0,0.6141527001862197
135,13,-0.02856872,0.901213171577123,5.0,0.0,0.33203125
135,18,-0.02856872,0.901213171577123,5.0,0.0,0.46914932457101133
135,21,-0.02856872,0.901213171577123,3.0,0.0,0.5407964355332777
136,13,-0.028400276399999997,0.8954468802698144,5.5,0.0,0.4754317434210526
136,18,-0.028400276399999997,0.8954468802698144,5.5,0.0,0.5671677121552846
136,21,-0.028400276399999997,0.8954468802698144,3.0,0.0,0.45034965034965035
137,13,-0.0271755642,0.8959731543624161,5.5,0.0,0.3337180397727273
137,18,-0.0271755642,0.8959731543624161,5.5,0.0,0.503908247497991
137,21,-0.0271755642,0.8959731543624161,3.0,0.0,0.37876830318690785
138,13,-0.026406409,0.899505766062603,3.5,0.0,0.6600455203807158
138,18,-0.026406409,0.899505766062603,5.0,0.0,0.5823910645339216
138,21,-0.026406409,0.899505766062603,3.0,0.0,0.4567219152854512
139,13,-0.0266287737,0.8940609951845907,3.5,0.11764705882352941,0.6339729921819474
139,18,-0.0266287737,0.8940609951845907,5.0,0.0,0.577887246852764
139,21,-0.0266287737,0.8940609951845907,3.0,0.0,0.5972360972360973
140,13,-0.0263891469,0.900497512437811,5.5,0.0,0.4481060606060606
140,18,-0.0263891469,0.900497512437811,5.5,0.0,0.5675996204933587
140,21,-0.0263891469,0.900497512437811,3.0,0.0,0.5776112726459405
141,13,-0.027120967,0.8986486486486487,5.5,0.0,0.34045780474351905
141,18,-0.027120967,0.8986486486486487,5.0,0.0,0.5952275085223062
141,21,-0.027120967,0.8986486486486487,3.0,0.0,0.5548299319727891
142,13,-0.0269158785,0.8951747088186356,5.5,0.0,0.41742654508611954
142,18,-0.0269158785,0.8951747088186356,5.5,0.0,0.522665044113173
142,21,-0.0269158785,0.8951747088186356,3.0,0.0,0.42245989304812837
143,13,-0.0258496275,0.9008403361344538,5.5,0.0,0.4406530372113546
143,18,-0.0258496275,0.9008403361344538,5.0,0.0,0.6609085092770313
143,21,-0.0258496275,0.9008403361344538,3.0,0.0,0.5130735930735931
144,13,-0.026790088,0.8922056384742952,5.5,0.0,0.43016173072883845
144,18,-0.026790088,0.8922056384742952,5.0,0.0,0.5766050583657587
144,21,-0.026790088,0.8922056384742952,3.0,0.0,0.5243979721166033
145,13,-0.0265014479,0.9037520391517129,5.5,0.0,0.3055243445692884
145,18,-0.0265014479,0.9037520391517129,5.5,0.0,0.47779839208410646
145,21,-0.0265014479,0.9037520391517129,3.0,0.0,0.3435233897341106
146,13,-0.027723419,0.898989898989899,5.5,0.0,0.3440839694656488
146,18,-0.027723419,0.898989898989899,5.5,0.0,0.5434883505058943
146,21,-0.027723419,0.898989898989899,3.0,0.0,0.6236746045541457
147,13,-0.026191592,0.9021739130434783,5.5,0.0,0.4386336866902238
147,18,-0.026191592,0.9021739130434783,5.5,0.0,0.5578947368421052
147,21,-0.026191592,0.9021739130434783,3.0,0.0,0.5809106830122592
148,13,-0.027175609,0.8942953020134228,5.0,0.0,0.5581360946745562
148,18,-0.027175609,0.8942953020134228,5.5,0.0,0.5963351716776375
148,21,-0.027175609,0.8942953020134228,3.0,0.0,0.49424184261036463
149,13,-0.027642774000000002,0.8978930307941653,5.5,0.0,0.4167496089862079
149,18,-0.027642774000000002,0.8978930307941653,5.0,0.0,0.5444990548204159
149,21,-0.027642774000000002,0.8978930307941653,3.0,0.0,0.4866901054746359
150,13,-0.026826763,0.8986710963455149,5.5,0.0,0.4771270396270396
150,18,-0.026826763,0.8986710963455149,5.5,0.0,0.46126373626373623
150,21,-0.026826763,0.8986710963455149,3.0,0.0,0.6285178236397748
151,13,-0.028014503,0.8974789915966387,5.0,0.0,0.4846167217104119
151,18,-0.028014503,0.8974789915966387,5.5,0.0,0.5656862745098039
151,21,-0.028014503,0.8974789915966387,3.0,0.0,0.514861811228924
152,13,-0.027131873,0.8937908496732027,5.5,0.0,0.5071026534441169
152,18,-0.027131873,0.8937908496732027,5.5,0.0,0.6302967665731581
152,21,-0.027131873,0.8937908496732027,3.0,0.0,0.5156037991858887
153,13,-0.0272659714,0.9033333333333333,5.5,0.0,0.5654853620955316
153,18,-0.0272659714,0.9033333333333333,5.0,0.0,0.6428622797554836
153,21,-0.0272659714,0.9033333333333333,3.0,0.0,0.40846299258397556
154,13,-0.026723174000000002,0.8991596638655462,5.5,0.0,0.4797087378640777
154,18,-0.026723174000000002,0.8991596638655462,5.0,0.0,0.6221010272159271
154,21,-0.026723174000000002,0.8991596638655462,3.0,0.0,0.49115826702033594
155,13,-0.025735204499999997,0.8953488372093024,5.5,0.0,0.3314606741573034
155,18,-0.025735204499999997,0.8953488372093024,5.0,0.0,0.5203562340966921
155,21,-0.025735204499999997,0.8953488372093024,3.0,0.0,0.5022471910112359
156,13,-0.0272503546,0.8953488372093024,3.5,0.0,0.6444789674952198
156,18,-0.0272503546,0.8953488372093024,5.5,0.0,0.581421083284799
156,21,-0.0272503546,0.8953488372093024,3.0,0.0,0.4912561313712946
157,13,-0.028220193,0.8964941569282137,5.5,0.0,0.4241045214327657
157,18,-0.028220193,0.8964941569282137,5.0,0.0,0.5173570019723865
157,21,-0.028220193,0.8964941569282137,3.0,0.0,0.5474952741020795
158,13,-0.028059972500000002,0.896551724137931,5.5,0.0,0.4812302654660274
158,18,-0.028059972500000002,0.896551724137931,5.0,0.0,0.6312727272727272
158,21,-0.028059972500000002,0.896551724137931,3.0,0.0,0.5693111236589496
159,13,-0.028537960799999998,0.8975206611570248,3.5,0.1951219512195122,0.5170110887096774
159,18,-0.028537960799999998,0.8975206611570248,5.5,0.0,0.5409982174688057
159,21,-0.028537960799999998,0.8975206611570248,3.0,0.0,0.5508442776735459
160,13,-0.028489852599999997,0.893760539629005,5.5,0.0,0.27937726594156537
160,18,-0.028489852599999997,0.893760539629005,5.5,0.0,0.5994649805447471
160,21,-0.028489852599999997,0.893760539629005,3.0,0.0,0.5011729579867775
161,13,-0.026706445500000002,0.9024793388429752,3.5,0.12903225806451613,0.5352661596958175
161,18,-0.026706445500000002,0.9024793388429752,5.5,0.0,0.6184219302341092
161,21,-0.026706445500000002,0.9024793388429752,3.0,0.0,0.4426115241635688
162,13,-0.024561946,0.8975609756097561,5.5,0.0,0.3745353159851301
162,18,-0.024561946,0.8975609756097561,5.0,0.0,0.615270018621974
162,21,-0.024561946,0.8975609756097561,3.0,0.0,0.566051660516605
163,13,-0.027120967,0.9003215434083601,5.5,0.0,0.6664402173913044
163,18,-0.027120967,0.9003215434083601,5.5,0.0,0.5559029949273852
163,21,-0.027120967,0.9003215434083601,3.0,0.0,0.562909090909091
164,13,-0.029490561,0.8986928104575164,5.5,0.0,0.39805437100213215
164,18,-0.029490561,0.8986928104575164,5.5,0.0,0.6389743589743591
164,21,-0.029490561,0.8986928104575164,3.0,0.0,0.566706021251476
165,13,-0.0244468652,0.9006622516556292,5.5,0.0,0.41711590296495954
165,18,-0.0244468652,0.9006622516556292,5.0,0.0,0.6139078022100681
165,21,-0.0244468652,0.9006622516556292,3.0,0.0,0.5357277882797731
166,13,-0.0272503546,0.8981937602627258,3.5,0.20689655172413793,0.536682615629984
166,18,-0.0272503546,0.8981937602627258,5.5,0.0,0.54941449626489
166,21,-0.0272503546,0.8981937602627258,3.0,0.0,0.3835978835978836
167,13,-0.0273252122,0.8942307692307693,5.5,0.0,0.4063842848373235
167,18,-0.0273252122,0.8942307692307693,5.5,0.0,0.584015009380863
167,21,-0.0273252122,0.8942307692307693,3.0,0.0,0.4990875912408759
168,13,-0.024408944,0.893687707641196,5.5,0.0,0.5368620037807184
168,18,-0.024408944,0.893687707641196,5.5,0.0,0.636708642401242
168,21,-0.024408944,0.893687707641196,3.0,0.0,0.428219696969697
169,13,-0.027175609,0.8942148760330578,3.5,0.10526315789473684,0.583648393194707
169,18,-0.027175609,0.8942148760330578,5.0,0.0,0.5797827903091061
169,21,-0.027175609,0.8942148760330578,3.0,0.0,0.4101123595505618
170,13,-0.0279934462,0.8964941569282137,3.5,0.0,0.6021726365237816
170,18,-0.0279934462,0.8964941569282137,5.5,0.0,0.6528239202657806
170,21,-0.0279934462,0.8964941569282137,3.0,0.0,0.6553001277139209
171,13,-0.0279910974,0.9014778325123153,5.5,0.0,0.3958094144661309
171,18,-0.0279910974,0.9014778325123153,5.0,0.0,0.4818253968253968
171,21,-0.0279910974,0.9014778325123153,3.0,0.0,0.6125
172,13,-0.0268685242,0.9003378378378378,5.5,0.0,0.3754863813229572
172,18,-0.0268685242,0.9003378378378378,5.0,0.0,0.6423305345074749
172,21,-0.0268685242,0.9003378378378378,3.0,0.0,0.5335892514395394
173,13,-0.0275601823,0.9006968641114983,5.5,0.0,0.548992673992674
173,18,-0.0275601823,0.9006968641114983,5.5,0.0,0.5676422764227642
173,21,-0.0275601823,0.9006968641114983,3.0,0.0,0.473943661971831
174,13,-0.0265921253,0.8998357963875205,5.5,0.0,0.4374355802927231
174,18,-0.0265921253,0.8998357963875205,5.5,0.0,0.5953047263681592
174,21,-0.0265921253,0.8998357963875205,3.0,0.0,0.5216396378469804
175,13,-0.0276411992,0.8990228013029316,4.5,0.0,0.3690918746680828
175,18,-0.0276411992,0.8990228013029316,5.5,0.0,0.5537737601386911
175,21,-0.0276411992,0.8990228013029316,3.0,0.0,0.4988745651729077
176,13,-0.026354002,0.8980891719745223,5.5,0.0,0.31004438599375306
176,18,-0.026354002,0.8980891719745223,5.5,0.0,0.5351948051948051
176,21,-0.026354002,0.8980891719745223,3.0,0.0,0.4165707710011508
177,13,-0.0279080924,0.8916256157635468,5.5,0.0,0.41224229155263636
177,18,-0.0279080924,0.8916256157635468,5.5,0.0,0.6013166345536287
177,21,-0.0279080924,0.8916256157635468,3.0,0.0,0.26127819548872183
178,13,-0.02541519,0.906896551724138,5.5,0.0,0.4279502174239016
178,18,-0.02541519,0.906896551724138,5.0,0.0,0.585574369189907
178,21,-0.02541519,0.906896551724138,3.0,0.0,0.4497549019607843
179,13,-0.027896269,0.9013605442176871,5.5,0.0,0.5224951361867705
179,18,-0.027896269,0.9013605442176871,5.0,0.0,0.5950854700854701
179,21,-0.027896269,0.9013605442176871,3.0,0.0,0.4934615384615385
180,13,-0.027650648,0.9005145797598628,5.5,0.0,0.4886521537748958
180,18,-0.027650648,0.9005145797598628,5.0,0.0,0.5807842046718577
180,21,-0.027650648,0.9005145797598628,3.0,0.0,0.4823174537133348
181,13,-0.027175609,0.8993288590604027,3.5,0.0,0.43876018876018874
181,18,-0.027175609,0.8993288590604027,5.0,0.0,0.6261673601479427
181,21,-0.027175609,0.8993288590604027,3.0,0.0,0.516808712121212
182,13,-0.02856872,0.8996655518394648,3.5,0.05714285714285714,0.42755671522794814
182,18,-0.02856872,0.8996655518394648,5.5,0.0,0.5648964896489649
182,21,-0.02856872,0.8996655518394648,3.0,0.0,0.4645506296360187
183,13,-0.0273593254,0.8981636060100167,5.5,0.0,0.394811320754717
183,18,-0.0273593254,0.8981636060100167,5.0,0.0,0.6372586872586873
183,21,-0.0273593254,0.8981636060100167,3.0,0.0,0.4548904605830602
184,13,-0.027120967,0.8968386023294509,3.5,0.0,0.5539499036608864
184,18,-0.027120967,0.8968386023294509,5.0,0.0,0.6048387096774194
184,21,-0.027120967,0.8968386023294509,3.0,0.0,0.42561983471074377
185,13,-0.02999677,0.9022801302931596,3.5,0.24,0.6169486705531068
185,18,-0.02999677,0.9022801302931596,5.5,0.0,0.5400763358778626
185,21,-0.02999677,0.9022801302931596,3.0,0.0,0.5534391534391535
186,13,-0.028220193,0.9032786885245901,3.5,0.0,0.40210280373831775
186,18,-0.028220193,0.9032786885245901,5.0,0.0,0.5236632947976878
186,21,-0.028220193,0.9032786885245901,3.0,0.0,0.555350553505535
187,13,-0.0276396244,0.8968903436988543,5.5,0.0,0.4299065420560748
187,18,-0.0276396244,0.8968903436988543,5.5,0.0,0.5376893939393939
187,21,-0.0276396244,0.8968903436988543,3.0,0.0,0.5133828996282528
188,13,-0.0267199826,0.9029126213592233,5.5,0.0,0.3854556803995006
188,18,-0.0267199826,0.9029126213592233,5.5,0.0,0.5875514403292181
188,21,-0.0267199826,0.9029126213592233,3.0,0.0,0.4268644957983193
189,13,-0.027175609,0.8982229402261712,5.5,0.0,0.40442518248175185
189,18,-0.027175609,0.8982229402261712,5.5,0.0,0.47074327886136
189,21,-0.027175609,0.8982229402261712,3.0,0.0,0.5407233931824096
190,13,-0.0285300096,0.9026402640264026,5.0,0.0,0.3642344497607656
190,18,-0.0285300096,0.9026402640264026,5.5,0.0,0.5487257281553398
190,21,-0.0285300096,0.9026402640264026,3.0,0.0,0.5309709017574186
191,13,-0.028220193,0.8971807628524047,5.5,0.0,0.43422053231939167
191,18,-0.028220193,0.8971807628524047,5.5,0.0,0.5922009698275862
191,21,-0.028220193,0.8971807628524047,3.0,0.0,0.3314393939393939
192,13,-0.025691741,0.8970588235294118,5.5,0.0,0.37434877981902936
192,18,-0.025691741,0.8970588235294118,5.5,0.0,0.49666221628838453
192,21,-0.025691741,0.8970588235294118,3.0,0.0,0.5129870129870129
193,13,-0.027175497,0.8947368421052632,5.5,0.0,0.48380592312539383
193,18,-0.027175497,0.8947368421052632,5.5,0.0,0.6283396946564885
193,21,-0.027175497,0.8947368421052632,3.0,0.0,0.5262864158946311
194,13,-0.027120967,0.9,5.5,0.0,0.29019504480759095
194,18,-0.027120967,0.9,5.0,0.0,0.5935081148564294
194,21,-0.027120967,0.9,3.0,0.0,0.5461254612546126
195,13,-0.0270276694,0.8942307692307693,5.5,0.0,0.5416320425461193
195,18,-0.0270276694,0.8942307692307693,5.5,0.0,0.561500938086304
195,21,-0.0270276694,0.8942307692307693,3.0,0.0,0.5291491596638656
196,13,-0.0261328976,0.9,5.5,0.0,0.5644955300127714
196,18,-0.0261328976,0.9,5.0,0.0,0.6431372549019608
196,21,-0.0261328976,0.9,3.0,0.0,0.35802469135802467
197,13,-0.0283998109,0.8977272727272727,5.5,0.0,0.44490439582101315
197,18,-0.0283998109,0.8977272727272727,5.0,0.0,0.4887607648518464
197,21,-0.0283998109,0.8977272727272727,3.0,0.0,0.4818807339449542
198,13,-0.02651717,0.9046052631578947,3.5,0.0,0.6448560767590619
198,18,-0.02651717,0.9046052631578947,5.5,0.0,0.6246246246246245
198,21,-0.02651717,0.9046052631578947,3.0,0.0,0.37314814814814823
199,13,-0.0267733595,0.9003322259136213,5.5,0.0,0.38077436582109475
199,18,-0.0267733595,0.9003322259136213,5.0,0.0,0.5431932773109244
199,21,-0.0267733595,0.9003322259136213,3.0,0.0,0.5824004975124377
