replicate,chrom,q,coverage,tau,f1,auc
104,21,-0.024803009,0.8998357963875205,3.0,0.0,0.4464414090582315
105,13,-0.02665626,0.8945634266886326,5.5,0.0,0.4208517476898353
105,18,-0.02665626,0.8945634266886326,5.5,0.0,0.6259485195655409
105,21,-0.02665626,0.8945634266886326,3.0,0.0,0.4881404174573054
106,13,-0.027175497,0.8963210702341137,5.5,0.0,0.5028735632183908
106,18,-0.027175497,0.8963210702341137,5.5,0.0,0.574481409001957
106,21,-0.027175497,0.8963210702341137,3.0,0.0,0.5142314990512333
107,13,-0.026501346999999998,0.8944723618090452,5.5,0.0,0.34383877840909094
107,18,-0.026501346999999998,0.8944723618090452,5.0,0.0,0.6181911088400613
107,21,-0.026501346999999998,0.8944723618090452,3.0,0.0,0.29986711944485456
108,13,-0.0279091778,0.8990228013029316,5.5,0.0,0.35102915951972546
108,18,-0.0279091778,0.8990228013029316,5.0,0.0,0.5255444619606469
108,21,-0.0279091778,0.8990228013029316,3.0,0.0,0.4038745387453875
109,13,-0.02541519,0.8980263157894737,5.5,0.0,0.46791044776119395
109,18,-0.02541519,0.8980263157894737,5.0,0.0,0.5295238095238095
109,21,-0.02541519,0.8980263157894737,3.0,0.0,0.3983033312642251
110,13,-0.0281398673,0.8971807628524047,5.5,0.0,0.38833420914345773
110,18,-0.0281398673,0.8971807628524047,5.5,0.0,0.519032416502947
110,21,-0.0281398673,0.8971807628524047,3.0,0.0,0.46309523809523806
111,13,-0.02712642,0.8988391376451078,5.5,0.0,0.4139100932994063
111,18,-0.02712642,0.8988391376451078,5.5,0.0,0.5562949519392351
111,21,-0.02712642,0.8988391376451078,3.0,0.0,0.6007604562737643
112,13,-0.027131895399999998,0.8990066225165563,5.0,0.0,0.52591402169546
112,18,-0.027131895399999998,0.8990066225165563,4.5,0.0,0.5934782608695652
112,21,-0.027131895399999998,0.8990066225165563,3.0,0.0,0.5579894179894179
