time_included,chrom,cv_cost,f1,auc
False,13,187.0,0.0,0.43323055028463
False,18,294.0,0.0,0.5670359666024406
False,21,132.0,0.0,0.4919685577580314
True,13,181.0,0.0,0.4711812144212524
True,18,294.0,0.0,0.5777938342967245
True,21,132.0,0.0,0.5393028024606972
