replicate,K,mean_loss,boundaries,times,valid_time_separation
79,4,1.1053676700372406,31.0|33.0|35.0,10.0|14.7|18.8|25.0,True
79,5,0.8630347512914945,31.0|32.5|33.5|35.0,10.0|13.6|16.5|19.1|25.0,True
80,1,8.858974165384126,,18.4,True
80,2,3.229556575758924,32.5,12.1|25.0,True
80,3,1.5786761193071606,31.5|34.5,10.1|17.7|25.0,True
80,4,0.9733780312825562,31.5|33.0|35.0,10.1|14.2|18.5|25.0,True
80,5,0.7838882098438573,31.0|32.0|33.5|35.5,10.0|12.9|16.0|19.8|25.0,True
81,1,8.603273292128543,,19.3,True
81,2,3.6570137309098727,33.5,14.7|25.0,True
81,3,1.7034786072051011,31.5|34.0,10.0|16.3|25.0,True
81,4,1.1537396140593794,31.0|33.0|35.0,10.0|14.7|18.6|25.0,True
81,5,0.8234456862970286,31.0|32.5|33.5|35.0,10.0|13.3|16.2|19.1|25.0,True
82,1,7.9071390186975865,,18.8,True
82,2,3.33909406476382,32.0,10.7|22.2,True
82,3,1.728897940696019,31.5|34.5,10.2|18.3|24.8,True
82,4,1.1670289662583628,31.5|33.0|35.0,10.2|14.7|19.0|25.0,True
82,5,0.9195756014130763,31.0|32.0|33.5|35.0,10.0|12.4|16.2|19.3|25.0,True
83,1,8.850930717349284,,18.0,True
83,2,2.926340108723976,32.5,10.9|25.0,True
83,3,1.3384162467547727,31.5|34.5,10.0|17.4|25.0,True
83,4,0.8537051309968885,31.0|32.5|34.5,10.0|13.1|18.3|25.0,True
83,5,0.6625326667758824,31.0|32.0|33.5|35.5,10.0|12.5|16.1|19.7|25.0,True
84,1,8.531915755946306,,18.6,True
84,2,3.6818721001560966,32.5,11.6|24.8,True
84,3,1.6775627596215326,31.5|34.5,10.2|17.4|25.0,True
84,4,1.1526110481013394,31.5|33.5|35.0,10.2|15.7|19.3|25.0,True
84,5,0.7923521221449374,31.0|32.0|33.5|35.0,10.0|12.4|16.0|19.3|25.0,True
85,1,8.159388281946272,,18.5,True
85,2,3.4806366308647902,32.5,11.8|23.2,True
85,3,1.8080338968507434,31.5|34.0,10.5|16.3|25.0,True
85,4,1.2498166125846437,31.0|32.5|35.0,10.0|13.1|18.5|25.0,True
85,5,0.9057624549986968,31.0|32.0|33.5|35.0,10.0|12.6|16.1|19.1|25.0,True
86,1,8.179969840012475,,19.1,True
86,2,3.558985178751861,33.0,12.5|24.7,True
86,3,1.754323306727767,31.5|35.0,10.2|18.5|25.0,True
86,4,1.1075321094251727,31.5|33.0|35.0,10.2|14.2|19.1|25.0,True
86,5,0.8530044851339296,31.0|32.0|33.5|35.0,10.0|12.6|16.0|19.2|25.0,True
87,1,7.855352624435248,,18.5,True
87,2,3.3332685842796996,32.0,10.7|22.1,True
87,3,1.8271344933021356,31.5|34.0,10.4|16.2|25.0,True
87,4,1.1500252179443884,31.5|33.0|35.0,10.4|15.0|19.2|25.0,True
87,5,0.8341394908856558,31.0|32.0|33.5|35.0,10.0|12.4|16.2|19.7|25.0,True
88,1,7.895131498784922,,18.5,True
88,2,3.344458289757955,32.0,10.6|22.0,True
88,3,1.7045256838392022,31.5|34.0,10.0|16.5|24.8,True
88,4,1.1663918071700716,31.0|32.5|34.5,10.0|13.6|18.0|25.0,True
88,5,0.8379673783030875,31.0|32.5|33.5|35.0,10.0|13.6|16.1|19.7|25.0,True
89,1,8.271121083216205,,19.1,True
89,2,3.6194192853112352,33.0,13.3|24.8,True
89,3,1.8256403485755575,31.5|34.0,10.1|16.2|25.0,True
89,4,1.1323395330307775,31.0|33.0|35.0,10.0|14.7|19.1|25.0,True
89,5,0.8647640574990431,31.0|32.0|33.0|35.0,10.0|12.4|14.9|19.1|25.0,True
90,1,8.557722823609671,,18.8,True
90,2,3.485526843432107,32.5,11.8|24.6,True
90,3,1.7126408303590337,31.5|34.5,10.4|17.4|25.0,True
90,4,1.1623801779638407,31.5|33.0|35.0,10.4|14.8|18.8|25.0,True
90,5,0.8818280065253008,31.0|32.0|33.5|35.0,10.0|12.6|16.2|19.2|25.0,True
91,1,8.688601605511016,,19.1,True
91,2,3.4669165501092345,32.5,12.1|24.6,True
91,3,1.6925217701213793,31.5|34.0,10.3|16.1|25.0,True
91,4,1.0950745214030713,31.5|33.0|35.0,10.3|14.7|19.1|25.0,True
91,5,0.8372569825139473,31.0|32.0|33.5|35.0,10.0|12.4|16.1|19.2|25.0,True
92,1,8.260678748440649,,18.3,True
92,2,3.522284852856881,32.5,11.6|24.6,True
92,3,1.6172968178884122,31.5|34.0,10.2|16.5|25.0,True
92,4,1.0687550018320964,31.0|32.5|35.0,10.0|13.2|18.5|25.0,True
92,5,0.7640250899036418,31.0|32.5|33.5|35.0,10.0|13.2|16.5|19.2|25.0,True
93,1,8.467080844335738,,19.7,True
93,2,3.33737456395419,32.0,10.6|23.3,True
93,3,1.7746181495992508,31.5|35.0,10.0|18.8|25.0,True
93,4,1.0832411327962834,31.5|33.0|35.5,10.0|14.4|19.7|25.0,True
93,5,0.8350305744353094,31.0|32.0|33.5|35.5,10.0|12.9|16.2|19.8|25.0,True
94,1,8.85687837214343,,19.8,True
94,2,3.576338856748188,32.0,10.7|24.7,True
94,3,1.6131402928108796,31.5|34.5,10.0|17.7|25.0,True
94,4,1.0837955827944095,31.5|33.5|35.0,10.0|15.6|19.7|25.0,True
94,5,0.7980640339388622,31.0|32.0|33.5|35.0,10.0|12.4|16.0|19.7|25.0,True
95,1,8.402610528907818,,19.0,True
95,2,3.710059740123472,32.5,12.1|23.6,True
95,3,1.7287029567435885,31.5|34.0,10.1|16.6|25.0,True
95,4,1.1996588545405535,31.0|33.0|35.0,10.0|14.1|18.8|25.0,True
95,5,0.861288552948529,31.0|32.0|33.5|35.0,10.0|12.3|16.1|19.3|25.0,True
96,1,8.07452920875528,,18.5,True
96,2,3.465249314007162,32.0,10.6|22.1,True
96,3,1.710894317826446,31.5|34.0,10.0|16.0|25.0,True
96,4,0.9777371795157467,31.5|33.0|35.0,10.0|14.8|19.1|25.0,True
96,5,0.7768958182894821,31.0|32.0|33.0|35.0,10.0|12.4|14.9|19.1|25.0,True
97,1,8.41013560363588,,19.1,True
97,2,3.70171276152133,33.5,14.1|25.0,True
97,3,1.6812919023442925,31.5|34.0,10.2|16.6|25.0,True
97,4,1.1235811572866408,31.5|33.5|35.5,10.2|15.5|20.3|25.0,True
97,5,0.9153796008321435,31.0|32.5|33.5|35.5,10.0|13.8|16.0|20.3|25.0,True
98,1,8.486781958491141,,18.5,True
98,2,3.506198773305692,33.0,12.9|25.0,True
98,3,1.6789400087133177,31.5|34.0,10.4|16.1|25.0,True
98,4,1.139340672170648,31.5|33.0|35.0,10.4|15.0|18.6|25.0,True
98,5,0.8260054014182524,31.0|32.0|33.0|35.0,10.0|12.5|15.0|18.6|25.0,True
99,1,7.7206102813884545,,17.4,True
99,2,3.429716680638395,32.5,12.1|22.6,True
99,3,1.7149267407583277,31.5|34.0,10.0|16.2|24.8,True
99,4,1.1302525095163904,31.5|33.0|35.0,10.0|14.9|19.1|25.0,True
99,5,0.8031543966404648,31.0|32.0|33.5|35.0,10.0|12.5|16.0|19.2|25.0,True
100,1,8.522608130452943,,18.4,True
100,2,3.1868048913639337,32.0,10.5|23.6,True
100,3,1.4364175503946446,31.5|34.0,10.0|16.3|25.0,True
100,4,1.0339170447886266,31.5|33.5|35.5,10.0|16.0|20.1|25.0,True
100,5,0.8104614491338346,31.0|32.5|33.5|35.5,10.0|13.1|16.0|20.1|25.0,True
101,1,8.39723394857163,,19.3,True
101,2,3.424594718104241,32.0,10.4|23.2,True
101,3,1.6872059476578485,31.5|34.5,10.0|18.2|25.0,True
101,4,1.1013460114046618,31.5|33.5|35.0,10.0|15.6|19.3|25.0,True
101,5,0.8755976034153484,31.0|32.5|34.0|35.5,10.0|13.6|17.1|20.3|25.0,True
102,1,8.511314593997847,,18.8,True
102,2,3.520221596160903,32.5,11.2|24.8,True
102,3,1.5855938838051826,31.5|34.5,10.2|17.4|25.0,True
102,4,1.1211399300171112,31.0|32.5|34.5,10.0|13.3|18.1|25.0,True
102,5,0.8449924793428167,31.0|32.5|33.5|35.0,10.0|13.3|16.3|19.3|25.0,True
103,1,8.658913525985868,,19.0,True
103,2,3.217842475135297,32.5,11.8|24.6,True
103,3,1.6641814026608568,31.5|34.5,10.1|17.9|25.0,True
103,4,1.0362478910538346,31.0|32.5|35.0,10.0|13.1|18.6|25.0,True
103,5,0.7890989593319594,31.0|32.0|33.5|35.0,10.0|12.6|15.6|19.1|25.0,True
104,1,8.22938080832022,,18.5,True
104,2,3.7076329520894764,32.5,12.1|23.7,True
104,3,1.7231664986553645,31.5|34.5,10.0|17.7|25.0,True
104,4,1.0988610530559735,31.0|33.0|35.0,10.0|14.9|19.0|25.0,True
104,5,0.7688986749117872,31.0|32.0|33.5|35.0,10.0|12.6|16.2|19.1|25.0,True
105,1,7.192050017741677,,16.6,True
105,2,3.4638820351495316,31.5,10.0|20.3,True
105,3,1.430105834717923,31.5|34.0,10.0|16.2|25.0,True
105,4,0.99764691633425,31.5|33.0|34.5,10.0|15.0|18.3|25.0,True
105,5,0.82574993382966,31.0|32.5|33.0|34.5,10.0|13.8|15.3|18.3|25.0,True
106,1,8.11133731790854,,18.4,True
106,2,3.5803558229772605,32.0,10.7|22.1,True
106,3,1.6945035859191453,31.5|34.5,10.1|17.3|25.0,True
106,4,1.1621544246949038,31.0|33.0|35.0,10.0|14.7|18.8|25.0,True
106,5,0.9194110295233728,31.0|32.0|33.0|35.0,10.0|12.5|14.9|18.8|25.0,True
107,1,8.230026768749882,,19.8,True
107,2,3.2949938559351026,32.0,10.5|22.6,True
107,3,1.7843970561507831,31.5|34.0,10.1|16.2|24.8,True
107,4,1.1613488899610946,31.5|33.5|35.0,10.1|16.0|19.7|25.0,True
107,5,0.9000152513336516,31.0|32.5|33.5|35.0,10.0|13.6|16.2|19.7|25.0,True
108,1,7.873027295545802,,18.3,True
108,2,3.7341008786856156,32.5,11.8|23.2,True
108,3,1.7891576687281392,31.5|34.0,10.2|16.0|25.0,True
108,4,1.1354662785079082,31.5|33.0|35.0,10.2|15.0|19.1|25.0,True
108,5,0.7630195152211681,31.0|32.0|33.5|35.0,10.0|12.4|16.0|19.7|25.0,True
109,1,8.067086861740995,,18.0,True
109,2,3.612165414974568,33.0,13.1|24.6,True
109,3,1.6742618055359264,31.5|34.0,10.0|16.2|25.0,True
109,4,1.163477933551174,31.0|32.5|34.5,10.0|13.6|18.0|25.0,True
109,5,0.8635544895064837,31.0|32.5|33.5|35.5,10.0|13.6|16.2|20.1|25.0,True
110,1,8.55017353179518,,18.4,True
110,2,3.5891302764010535,32.0,10.4|23.3,True
110,3,1.4916947446685591,31.5|34.5,10.0|17.3|25.0,True
110,4,1.029237882349504,31.5|33.0|35.0,10.0|14.7|18.4|25.0,True
110,5,0.7951365940242588,31.0|32.5|33.5|35.0,10.0|13.7|16.2|19.1|25.0,True
111,1,8.0748669893833,,18.1,True
111,2,3.284412051011378,32.0,10.9|23.2,True
111,3,1.6905808711507158,31.5|34.5,10.4|17.9|25.0,True
111,4,1.0661861502757264,31.5|33.0|35.0,10.4|14.7|18.8|25.0,True
111,5,0.8219578367102615,31.0|32.0|33.5|35.0,10.0|12.9|16.0|18.8|25.0,True
112,1,8.810134221570534,,19.2,True
112,2,3.1363515084670595,32.0,10.1|24.8,True
112,3,1.3978772554517185,31.5|34.0,10.0|16.5|25.0,True
112,4,0.9025314459432864,31.5|33.5|35.0,10.0|16.2|19.3|25.0,True
112,5,0.7000377233920047,31.0|32.5|34.0|35.5,10.0|13.9|16.6|20.3|25.0,True
113,1,8.309216904455893,,18.3,True
113,2,3.3120666785536677,32.0,10.2|23.1,True
113,3,1.4409586751424235,31.5|34.0,10.0|16.3|25.0,True
113,4,0.9252770604853011,31.5|33.0|35.0,10.0|15.0|19.0|25.0,True
113,5,0.7108508270639744,31.0|32.5|33.5|35.0,10.0|13.2|16.2|19.2|25.0,True
114,1,8.020691123738294,,18.5,True
114,2,3.3884614337230734,32.0,10.6|22.6,True
114,3,1.5856510907322936,31.5|34.5,10.0|18.2|25.0,True
114,4,1.0685328501294373,31.5|33.0|35.0,10.0|14.9|18.8|25.0,True
114,5,0.9107779800586154,31.0|32.5|34.0|35.5,10.0|13.1|17.3|20.5|25.0,True
115,1,8.228565186308733,,18.3,True
115,2,3.332751518979646,32.0,10.4|23.3,True
115,3,1.4726263931578971,31.5|34.5,10.0|17.7|25.0,True
115,4,0.9533882152797061,31.5|33.0|35.0,10.0|15.0|18.5|25.0,True
115,5,0.6945140268986567,31.0|32.5|33.5|35.0,10.0|13.1|16.2|19.0|25.0,True
116,1,8.737550117935001,,18.4,True
116,2,3.4144168139199067,33.0,12.9|25.0,True
116,3,1.5770104497820798,31.5|34.0,10.1|16.2|25.0,True
116,4,1.0917200231591184,31.0|32.5|34.5,10.0|13.3|17.9|25.0,True
116,5,0.8920551455409945,31.0|32.0|33.0|34.5,10.0|12.6|14.7|18.1|25.0,True
117,1,8.402702209924286,,18.5,True
117,2,3.3582173395765187,32.5,11.8|23.7,True
117,3,1.7498366672923371,31.5|34.5,10.1|17.4|25.0,True
117,4,1.130915801270809,31.0|33.0|35.0,10.0|14.1|19.1|25.0,True
117,5,0.7986335223019112,31.0|32.0|33.5|35.0,10.0|12.4|16.2|19.7|25.0,True
118,1,8.975352339013918,,19.0,True
118,2,3.263838475362611,32.5,12.1|25.0,True
118,3,1.6166496908063241,31.5|34.0,10.0|16.1|25.0,True
118,4,0.9866866618918326,31.0|32.5|35.0,10.0|13.3|18.8|25.0,True
118,5,0.7355199676420091,31.0|32.0|33.0|35.0,10.0|12.4|15.3|19.1|25.0,True
119,1,7.695539556930816,,18.2,True
119,2,3.5193170131851415,32.0,10.6|22.0,True
119,3,1.6416648087231702,31.5|34.5,10.1|17.9|25.0,True
119,4,1.0733481391990454,31.5|33.5|35.0,10.1|15.6|19.0|25.0,True
119,5,0.8047793998702373,31.0|32.5|33.5|35.0,10.0|13.7|16.2|19.0|25.0,True
120,1,8.349174828985225,,19.1,True
120,2,3.596589181043069,33.0,13.1|24.8,True
120,3,1.7404637629734736,31.5|34.0,10.1|16.3|25.0,True
120,4,1.203851769305046,31.0|32.5|35.0,10.0|13.6|18.6|25.0,True
120,5,0.8483520661176818,31.0|32.5|34.0|35.5,10.0|13.6|16.6|20.5|25.0,True
121,1,8.471435254110887,,18.3,True
121,2,3.431166758232283,33.0,12.6|25.0,True
121,3,1.5569756639557149,31.5|34.0,10.0|16.2|25.0,True
121,4,0.9906716313862023,31.0|33.0|35.0,10.0|13.9|19.1|25.0,True
121,5,0.7934169342158384,31.0|32.0|33.5|35.0,10.0|12.5|16.0|19.2|25.0,True
122,1,8.577303195626909,,18.8,True
122,2,3.391213361169606,32.0,10.5|23.3,True
122,3,1.555725654500373,31.5|34.5,10.1|17.3|25.0,True
122,4,1.125141632916043,31.0|32.5|34.5,10.0|13.2|17.7|25.0,True
122,5,0.8817654329067769,31.0|32.5|33.5|35.5,10.0|13.2|16.2|19.7|25.0,True
123,1,8.154928034940394,,18.5,True
123,2,3.586844416726026,32.5,12.1|23.6,True
123,3,1.6389026931030624,31.5|34.0,10.2|16.1|25.0,True
123,4,1.1457808641910474,31.5|33.5|35.0,10.2|16.0|19.7|25.0,True
123,5,0.79477992532173,31.0|32.0|33.5|35.0,10.0|12.6|16.0|19.7|25.0,True
124,1,7.7929142539866785,,18.2,True
124,2,3.2278549076821617,32.0,10.4|22.1,True
124,3,1.5906376509651567,31.5|34.0,10.0|16.5|25.0,True
124,4,1.0678446119529859,31.5|33.5|35.0,10.0|16.2|19.7|25.0,True
124,5,0.7989655497941424,31.0|32.5|33.5|35.0,10.0|13.0|16.2|19.7|25.0,True
125,1,8.446423095619993,,18.3,True
125,2,3.590038913532772,33.0,13.1|25.0,True
125,3,1.6421373686626881,31.5|34.0,10.2|16.2|25.0,True
125,4,1.0898257140309204,31.5|33.0|35.0,10.2|15.0|18.8|25.0,True
125,5,0.8022097272053114,31.0|32.0|33.5|35.5,10.0|12.4|16.1|19.1|25.0,True
126,1,8.3514370034304,,18.2,True
126,2,3.2252778915012463,32.0,10.5|23.7,True
126,3,1.3667878420825372,31.5|34.0,10.0|16.2|25.0,True
126,4,0.9342824689131194,31.5|33.5|35.5,10.0|16.0|19.8|25.0,True
126,5,0.7605829364635556,31.0|32.5|33.5|35.5,10.0|13.9|16.2|19.8|25.0,True
127,1,8.830957438561976,,21.1,True
127,2,3.3606010791876515,32.5,12.1|24.8,True
127,3,1.748140695201269,31.5|34.5,10.2|18.0|25.0,True
127,4,1.1155282216595017,31.0|32.5|35.0,10.0|13.6|18.6|25.0,True
127,5,0.900303966293087,31.0|32.0|33.5|35.0,10.0|12.4|16.5|18.8|25.0,True
128,1,7.8681199800402695,,18.6,True
128,2,3.6922815791847925,33.0,13.2|24.6,True
128,3,1.9049370779542445,31.5|34.0,10.1|16.5|25.0,True
128,4,1.1769169984963614,31.5|33.0|35.0,10.1|14.9|19.7|25.0,True
128,5,0.9073234711866165,31.0|32.5|33.5|35.0,10.0|13.6|16.3|19.7|25.0,True
129,1,8.364236850432407,,19.1,True
129,2,3.5501614364459844,32.5,11.8|23.6,True
129,3,1.822973869435406,31.5|34.5,10.1|17.9|25.0,True
129,4,1.1674599817606226,31.5|33.0|35.0,10.1|14.7|19.1|25.0,True
129,5,0.8588608760207312,31.0|32.0|33.5|35.0,10.0|12.4|16.0|19.2|25.0,True
130,1,8.148790470329727,,19.0,True
130,2,3.4333942420942347,32.0,10.9|22.6,True
130,3,1.7900043173822466,31.5|34.5,10.2|18.0|25.0,True
130,4,1.1864046775439647,31.0|33.0|35.0,10.0|14.7|18.8|25.0,True
130,5,0.9371799068595452,31.0|32.5|33.5|35.0,10.0|13.3|16.2|19.1|25.0,True
131,1,8.239702580076386,,19.2,True
131,2,3.6968929470173917,32.0,10.7|22.8,True
131,3,1.625799502529679,31.5|34.0,10.0|16.2|25.0,True
131,4,1.0413449850117584,31.5|33.5|35.0,10.0|16.0|19.7|25.0,True
131,5,0.7517244482800918,31.0|32.0|33.5|35.0,10.0|12.9|16.1|19.7|25.0,True
132,1,7.850317182186836,,17.3,True
132,2,3.6898211035955057,32.5,12.1|23.7,True
132,3,1.6003384473203466,31.5|34.0,10.4|16.5|25.0,True
132,4,1.1192258280252412,31.0|32.5|34.5,10.0|13.1|17.4|25.0,True
132,5,0.9252888117887564,31.0|32.0|33.0|34.5,10.0|12.4|15.0|17.7|25.0,True
133,1,8.555725098228741,,19.3,True
133,2,3.5260695802291537,32.0,10.4|24.6,True
133,3,1.6065586354692543,31.5|35.0,10.0|18.8|25.0,True
133,4,0.9876946869899551,31.5|33.5|35.0,10.0|16.0|19.3|25.0,True
133,5,0.7841854807312619,31.0|32.5|33.5|35.0,10.0|13.8|16.1|19.3|25.0,True
134,1,8.374355607563587,,18.3,True
134,2,3.3413612464721294,32.5,12.1|23.7,True
134,3,1.73074102480224,31.5|34.0,10.4|16.1|25.0,True
134,4,1.1132184497919253,31.0|32.5|35.0,10.0|13.3|18.6|25.0,True
134,5,0.8656026737579087,31.0|32.0|33.0|35.0,10.0|12.3|15.3|19.0|25.0,True
135,1,8.589463140636987,,18.5,True
135,2,3.6105197969798932,32.5,11.5|24.8,True
135,3,1.421843608614524,31.5|34.0,10.0|16.5|25.0,True
135,4,1.0408977843878509,31.0|32.5|34.5,10.0|13.3|17.4|25.0,True
135,5,0.7902140650088637,31.0|32.5|33.5|35.5,10.0|13.3|16.5|20.3|25.0,True
136,1,7.9868779132386765,,18.1,True
136,2,3.482267029190287,32.0,10.9|22.8,True
136,3,1.6552003051245618,31.5|34.5,10.3|17.4|25.0,True
136,4,1.0702650353790755,31.5|33.0|35.0,10.3|15.0|19.1|25.0,True
136,5,0.8070070881464345,31.0|32.0|33.5|35.0,10.0|12.6|16.0|19.3|25.0,True
137,1,8.405586023642895,,19.0,True
137,2,3.2851745222561366,32.0,10.7|23.1,True
137,3,1.603923605895198,31.5|34.0,10.4|16.2|25.0,True
137,4,1.1226041368588957,31.5|33.5|35.5,10.4|16.0|20.1|25.0,True
137,5,0.8365497849685949,31.0|32.0|33.5|35.5,10.0|12.4|16.2|20.1|25.0,True
138,1,8.494754436702639,,18.5,True
138,2,3.503592638384274,32.5,11.6|24.8,True
138,3,1.6993991319183284,31.5|34.5,10.5|17.4|25.0,True
138,4,1.1469654574329227,31.0|32.5|34.5,10.0|13.1|18.1|25.0,True
138,5,0.8472078457749977,31.0|32.0|33.5|35.0,10.0|12.4|16.2|19.1|25.0,True
139,1,8.139923336315212,,18.6,True
139,2,3.788313768601043,33.0,13.0|25.0,True
139,3,1.661905376287213,31.5|34.0,10.0|16.5|25.0,True
139,4,1.2071451088862726,31.0|33.0|35.0,10.0|14.4|19.1|25.0,True
139,5,0.8607936587703404,31.0|32.0|33.5|35.0,10.0|12.5|16.3|19.7|25.0,True
140,1,7.8657456153560315,,19.0,True
140,2,3.848144211337027,33.5,14.6|25.0,True
140,3,1.9062850486356266,31.5|34.5,10.4|18.1|25.0,True
140,4,1.202661906757006,31.5|33.0|35.0,10.4|15.2|19.1|25.0,True
140,5,0.9303694198159568,31.0|32.0|33.5|35.0,10.0|12.4|16.1|19.2|25.0,True
141,1,7.840073315834328,,18.5,True
141,2,3.6386933352451125,31.5,10.0|21.3,True
141,3,1.6442409247996237,31.5|34.0,10.0|16.5|25.0,True
141,4,1.0201365548601664,31.5|33.0|35.0,10.0|14.9|19.1|25.0,True
141,5,0.7991906009129817,31.0|32.5|33.5|35.0,10.0|13.3|16.2|19.2|25.0,True
142,1,8.3579265796653,,19.2,True
142,2,3.5840290781595368,32.5,12.1|23.7,True
142,3,1.810743701275226,31.5|34.0,10.1|16.1|25.0,True
142,4,1.2064129322278845,31.0|33.0|35.5,10.0|15.0|19.8|25.0,True
142,5,0.8054159276430323,31.0|32.0|33.5|35.5,10.0|12.4|16.1|20.3|25.0,True
143,1,8.375427025385124,,18.3,True
143,2,3.1858517860492537,32.0,10.7|23.1,True
143,3,1.5500545888144959,31.5|34.0,10.1|16.6|25.0,True
143,4,1.0918171671674028,31.5|33.0|35.0,10.1|15.0|19.2|25.0,True
143,5,0.7901038218055025,31.0|32.0|33.5|35.0,10.0|12.4|16.1|19.7|25.0,True
144,1,8.54720401094916,,18.6,True
144,2,3.4322824596518275,32.0,10.6|23.6,True
144,3,1.527615478534477,31.5|34.0,10.2|16.2|25.0,True
144,4,1.0861772214673575,31.5|33.5|35.5,10.2|16.0|20.5|25.0,True
144,5,0.8020623770313761,31.0|32.5|33.5|35.5,10.0|13.1|16.2|20.5|25.0,True
145,1,7.894354227499333,,18.6,True
145,2,3.7309015191434716,32.5,12.3|23.1,True
145,3,1.8129878999631162,31.5|34.5,10.3|17.9|25.0,True
145,4,1.1986190815922084,31.0|33.0|35.0,10.0|14.4|18.5|25.0,True
145,5,0.8697808022144479,31.0|32.0|33.5|35.0,10.0|12.4|16.2|18.8|25.0,True
146,1,8.283402392367753,,18.1,True
146,2,3.1998896975332585,32.0,10.4|22.6,True
146,3,1.3994717628365565,31.5|34.5,10.0|17.7|25.0,True
146,4,1.0199471886053637,31.5|33.0|35.0,10.0|14.9|18.5|25.0,True
146,5,0.8183301387365649,31.0|32.5|33.5|35.0,10.0|13.6|16.2|18.5|25.0,True
147,1,7.877108676258794,,18.5,True
147,2,3.504791008486219,32.0,10.7|22.6,True
147,3,1.7147540842839293,31.5|34.5,10.1|17.7|25.0,True
147,4,1.136534850777859,31.5|33.5|35.0,10.1|16.2|19.2|25.0,True
147,5,0.758274390164553,31.0|32.0|33.5|35.0,10.0|12.4|16.2|19.2|25.0,True
148,1,8.601050053505311,,17.9,True
148,2,3.5639657690823454,33.0,13.1|25.0,True
148,3,1.4042542312381885,31.5|34.0,10.0|16.2|25.0,True
148,4,0.9665828212814606,31.5|33.0|35.0,10.0|15.0|19.0|25.0,True
148,5,0.8335995177586005,31.0|32.5|33.5|36.0,10.0|13.6|16.2|20.9|25.0,True
149,1,7.759300465419315,,18.6,True
149,2,3.67729395514209,32.0,10.9|22.1,True
149,3,1.8517971219136113,31.5|34.5,10.2|18.0|25.0,True
149,4,1.2542733964564423,31.5|33.0|35.0,10.2|15.0|18.8|25.0,True
149,5,0.94255047431848,31.0|32.0|33.5|35.0,10.0|12.6|16.1|19.1|25.0,True
150,1,7.453704280058286,,17.9,True
150,2,2.850912010879085,32.0,10.7|21.9,True
150,3,1.6630796872765534,31.5|34.5,10.4|18.0|24.8,True
150,4,1.1538009512740095,31.0|32.5|34.5,10.0|13.6|18.3|24.8,True
150,5,0.975906429994309,30.5|31.5|33.0|34.5,10.0|10.9|14.4|18.4|24.8,True
151,1,8.81715052014537,,19.7,True
151,2,3.317427292454121,32.0,10.4|24.6,True
151,3,1.4841454694904455,31.5|34.5,10.0|17.4|25.0,True
151,4,1.051804407005842,31.5|33.5|35.0,10.0|16.0|19.2|25.0,True
151,5,0.8191087469779281,31.0|32.5|33.5|35.0,10.0|13.6|16.0|19.2|25.0,True
152,1,7.911602934956204,,19.1,True
152,2,3.2112915937682587,32.0,10.7|22.1,True
152,3,1.7908226796173976,31.5|35.0,10.2|19.0|25.0,True
152,4,1.1694756446036114,31.0|32.5|35.0,10.0|13.1|19.1|25.0,True
152,5,0.8390992116570614,31.0|32.0|33.5|35.0,10.0|12.5|16.2|19.3|25.0,True
153,1,9.01915443153094,,20.3,True
153,2,3.3021841201851037,32.0,10.4|24.7,True
153,3,1.471970265443089,31.5|34.5,10.0|17.7|25.0,True
153,4,1.0199835956100667,31.0|33.0|35.0,10.0|14.2|19.1|25.0,True
153,5,0.8432577779165801,31.0|33.0|34.0|36.0,10.0|14.2|17.3|22.1|25.0,True
154,1,8.196672264645127,,18.5,True
154,2,3.5753788578662937,32.0,10.7|23.2,True
154,3,1.655418580014392,31.5|34.0,10.1|16.5|25.0,True
154,4,1.0665669118905265,31.5|33.0|35.0,10.1|14.7|19.1|25.0,True
154,5,0.8455782064691924,31.0|32.5|33.5|35.0,10.0|13.7|16.2|19.2|25.0,True
155,1,8.805124522169738,,19.0,True
155,2,3.4901284371792753,32.0,10.5|24.7,True
155,3,1.514602005536286,31.5|34.5,10.0|18.0|25.0,True
155,4,0.943000097853421,31.5|33.0|35.0,10.0|15.0|19.0|25.0,True
155,5,0.7575901063307008,31.0|32.5|33.5|35.0,10.0|13.3|16.2|19.1|25.0,True
156,1,8.627099925718852,,19.8,True
156,2,3.68036500279021,33.0,13.6|24.8,True
156,3,1.6018282882033925,31.5|34.0,10.1|16.5|25.0,True
156,4,1.131981617785083,31.5|33.5|35.5,10.1|16.0|20.3|25.0,True
156,5,0.8845799108002156,31.5|32.5|33.5|35.5,10.1|13.9|16.2|20.3|25.0,True
157,1,8.66163451406817,,18.6,True
157,2,3.36619936179278,32.0,10.9|24.6,True
157,3,1.5820519534953978,31.5|34.5,10.0|17.4|25.0,True
157,4,1.1225064169038281,31.5|33.0|35.0,10.0|15.2|19.2|25.0,True
157,5,0.7748623514156674,31.0|32.0|33.5|35.0,10.0|12.4|16.1|19.7|25.0,True
158,1,7.605065592567791,,18.0,True
158,2,2.914704515014447,32.0,10.7|21.9,True
158,3,1.5918211205077026,31.5|33.5,10.0|15.4|23.1,True
158,4,1.1089123528449734,31.5|33.0|34.5,10.0|15.2|18.5|24.8,True
158,5,0.8566942762384108,31.0|32.0|33.0|34.5,10.0|12.4|15.3|18.5|24.8,True
159,1,8.820621859312336,,17.4,True
159,2,2.8365919642325608,32.0,10.3|24.6,True
159,3,1.2124423846319732,31.5|34.5,10.1|17.4|25.0,True
