level,chrom,rule,TP,FN,FP,TN,sens,spec,ppv,npv,f1,coverage,auc,tau,tau_min,tau_max,cv_cost,q,replicate
record,18,na,0,22,0,529,0.0,1.0,0.0,0.9600725952813067,0.0,0.8988580750407831,0.6332703213610587,5.5,5.5,5.5,267.0,-0.024723178,28
pregnant,18,conservative,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.554985754985755,5.5,5.5,5.5,267.0,-0.024723178,28
pregnant,18,majority,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.554985754985755,5.5,5.5,5.5,267.0,-0.024723178,28
pregnant,18,max_risk,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.554985754985755,5.5,5.5,5.5,267.0,-0.024723178,28
record,21,na,0,11,0,540,0.0,1.0,0.0,0.9800362976406534,0.0,0.8988580750407831,0.5198653198653199,3.0,3.0,3.0,132.0,-0.024723178,28
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.32846715328467146,3.0,3.0,3.0,132.0,-0.024723178,28
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.32846715328467146,3.0,3.0,3.0,132.0,-0.024723178,28
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.32846715328467146,3.0,3.0,3.0,132.0,-0.024723178,28
record,13,na,0,15,2,527,0.0,0.996219281663516,0.0,0.9723247232472325,0.0,0.9006622516556292,0.3832388153749212,5.5,5.0,5.5,184.0,-0.026485524,29
pregnant,13,conservative,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.38231917336394955,5.5,5.0,5.5,184.0,-0.026485524,29
pregnant,13,majority,0,13,0,134,0.0,1.0,0.0,0.9115646258503401,0.0,1.0,0.38231917336394955,5.5,5.0,5.5,184.0,-0.026485524,29
pregnant,13,max_risk,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.38231917336394955,5.5,5.0,5.5,184.0,-0.026485524,29
record,18,na,0,11,0,533,0.0,1.0,0.0,0.9797794117647058,0.0,0.9006622516556292,0.5121951219512195,5.5,5.5,5.5,141.0,-0.026485524,29
pregnant,18,conservative,0,25,0,122,0.0,1.0,0.0,0.8299319727891157,0.0,1.0,0.5255737704918033,5.5,5.5,5.5,141.0,-0.026485524,29
pregnant,18,majority,0,25,0,122,0.0,1.0,0.0,0.8299319727891157,0.0,1.0,0.5255737704918033,5.5,5.5,5.5,141.0,-0.026485524,29
pregnant,18,max_risk,0,25,0,122,0.0,1.0,0.0,0.8299319727891157,0.0,1.0,0.5255737704918033,5.5,5.5,5.5,141.0,-0.026485524,29
record,21,na,0,19,0,525,0.0,1.0,0.0,0.9650735294117647,0.0,0.9006622516556292,0.3979949874686716,3.0,3.0,3.0,228.0,-0.026485524,29
pregnant,21,conservative,0,20,0,127,0.0,1.0,0.0,0.8639455782312925,0.0,1.0,0.2720472440944882,3.0,3.0,3.0,228.0,-0.026485524,29
pregnant,21,majority,0,20,0,127,0.0,1.0,0.0,0.8639455782312925,0.0,1.0,0.2720472440944882,3.0,3.0,3.0,228.0,-0.026485524,29
pregnant,21,max_risk,0,20,0,127,0.0,1.0,0.0,0.8639455782312925,0.0,1.0,0.2720472440944882,3.0,3.0,3.0,228.0,-0.026485524,29
record,13,na,0,16,6,518,0.0,0.9885496183206107,0.0,0.9700374531835206,0.0,0.8970099667774086,0.46207061068702293,5.5,3.5,5.5,200.0,-0.026532553,30
pregnant,13,conservative,0,13,5,129,0.0,0.9626865671641791,0.0,0.9084507042253521,0.0,1.0,0.5464982778415615,5.5,3.5,5.5,200.0,-0.026532553,30
pregnant,13,majority,0,13,0,134,0.0,1.0,0.0,0.9115646258503401,0.0,1.0,0.5464982778415615,5.5,3.5,5.5,200.0,-0.026532553,30
pregnant,13,max_risk,0,13,5,129,0.0,0.9626865671641791,0.0,0.9084507042253521,0.0,1.0,0.5464982778415615,5.5,3.5,5.5,200.0,-0.026532553,30
record,18,na,0,31,1,508,0.0,0.9980353634577603,0.0,0.9424860853432282,0.0,0.8970099667774086,0.5946511185753216,5.5,5.0,5.5,384.0,-0.026532553,30
pregnant,18,conservative,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.48698979591836733,5.5,5.0,5.5,384.0,-0.026532553,30
pregnant,18,majority,0,35,0,112,0.0,1.0,0.0,0.7619047619047619,0.0,1.0,0.48698979591836733,5.5,5.0,5.5,384.0,-0.026532553,30
pregnant,18,max_risk,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.48698979591836733,5.5,5.0,5.5,384.0,-0.026532553,30
record,21,na,0,7,0,533,0.0,1.0,0.0,0.987037037037037,0.0,0.8970099667774086,0.4138300723666577,3.0,3.0,3.0,84.0,-0.026532553,30
pregnant,21,conservative,0,6,0,141,0.0,1.0,0.0,0.9591836734693877,0.0,1.0,0.34751773049645385,3.0,3.0,3.0,84.0,-0.026532553,30
pregnant,21,majority,0,6,0,141,0.0,1.0,0.0,0.9591836734693877,0.0,1.0,0.34751773049645385,3.0,3.0,3.0,84.0,-0.026532553,30
pregnant,21,max_risk,0,6,0,141,0.0,1.0,0.0,0.9591836734693877,0.0,1.0,0.34751773049645385,3.0,3.0,3.0,84.0,-0.026532553,30
record,13,na,0,13,1,534,0.0,0.9981308411214953,0.0,0.9762340036563071,0.0,0.898360655737705,0.59784327821711,5.5,5.5,5.5,160.0,-0.025444835199999998,31
pregnant,13,conservative,0,15,1,131,0.0,0.9924242424242424,0.0,0.8972602739726028,0.0,1.0,0.5555555555555556,5.5,5.5,5.5,160.0,-0.025444835199999998,31
pregnant,13,majority,0,15,0,132,0.0,1.0,0.0,0.8979591836734694,0.0,1.0,0.5555555555555556,5.5,5.5,5.5,160.0,-0.025444835199999998,31
pregnant,13,max_risk,0,15,1,131,0.0,0.9924242424242424,0.0,0.8972602739726028,0.0,1.0,0.5555555555555556,5.5,5.5,5.5,160.0,-0.025444835199999998,31
record,18,na,0,24,0,524,0.0,1.0,0.0,0.9562043795620438,0.0,0.898360655737705,0.5768129770992366,5.0,5.0,5.0,291.0,-0.025444835199999998,31
pregnant,18,conservative,0,34,0,113,0.0,1.0,0.0,0.7687074829931972,0.0,1.0,0.5762623633524205,5.0,5.0,5.0,291.0,-0.025444835199999998,31
pregnant,18,majority,0,34,0,113,0.0,1.0,0.0,0.7687074829931972,0.0,1.0,0.5762623633524205,5.0,5.0,5.0,291.0,-0.025444835199999998,31
pregnant,18,max_risk,0,34,0,113,0.0,1.0,0.0,0.7687074829931972,0.0,1.0,0.5762623633524205,5.0,5.0,5.0,291.0,-0.025444835199999998,31
record,21,na,0,11,0,537,0.0,1.0,0.0,0.9799270072992701,0.0,0.898360655737705,0.5493482309124766,3.0,3.0,3.0,132.0,-0.025444835199999998,31
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.40656934306569337,3.0,3.0,3.0,132.0,-0.025444835199999998,31
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.40656934306569337,3.0,3.0,3.0,132.0,-0.025444835199999998,31
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.40656934306569337,3.0,3.0,3.0,132.0,-0.025444835199999998,31
record,13,na,0,13,1,523,0.0,0.9980916030534351,0.0,0.9757462686567164,0.0,0.895,0.5030827950675278,5.5,5.5,5.5,166.0,-0.026812031099999998,32
pregnant,13,conservative,0,20,1,126,0.0,0.9921259842519685,0.0,0.863013698630137,0.0,1.0,0.47244094488188976,5.5,5.5,5.5,166.0,-0.026812031099999998,32
pregnant,13,majority,0,20,0,127,0.0,1.0,0.0,0.8639455782312925,0.0,1.0,0.47244094488188976,5.5,5.5,5.5,166.0,-0.026812031099999998,32
pregnant,13,max_risk,0,20,1,126,0.0,0.9921259842519685,0.0,0.863013698630137,0.0,1.0,0.47244094488188976,5.5,5.5,5.5,166.0,-0.026812031099999998,32
record,18,na,0,22,1,514,0.0,0.9980582524271845,0.0,0.9589552238805971,0.0,0.895,0.5235657546337158,5.5,5.0,5.5,285.0,-0.026812031099999998,32
pregnant,18,conservative,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.5586734693877552,5.5,5.0,5.5,285.0,-0.026812031099999998,32
pregnant,18,majority,0,35,0,112,0.0,1.0,0.0,0.7619047619047619,0.0,1.0,0.5586734693877552,5.5,5.0,5.5,285.0,-0.026812031099999998,32
pregnant,18,max_risk,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.5586734693877552,5.5,5.0,5.5,285.0,-0.026812031099999998,32
record,21,na,0,11,0,526,0.0,1.0,0.0,0.9795158286778398,0.0,0.895,0.3866228828206015,3.0,3.0,3.0,132.0,-0.026812031099999998,32
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.2525547445255475,3.0,3.0,3.0,132.0,-0.026812031099999998,32
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.2525547445255475,3.0,3.0,3.0,132.0,-0.026812031099999998,32
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.2525547445255475,3.0,3.0,3.0,132.0,-0.026812031099999998,32
record,13,na,0,15,2,544,0.0,0.9963369963369964,0.0,0.9731663685152058,0.0,0.8990384615384616,0.38901098901098907,5.5,5.0,5.5,184.0,-0.026855725,33
pregnant,13,conservative,0,14,2,131,0.0,0.9849624060150376,0.0,0.903448275862069,0.0,1.0,0.41890440386680994,5.5,5.0,5.5,184.0,-0.026855725,33
pregnant,13,majority,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.41890440386680994,5.5,5.0,5.5,184.0,-0.026855725,33
pregnant,13,max_risk,0,14,2,131,0.0,0.9849624060150376,0.0,0.903448275862069,0.0,1.0,0.41890440386680994,5.5,5.0,5.5,184.0,-0.026855725,33
record,18,na,0,20,1,540,0.0,0.9981515711645101,0.0,0.9642857142857143,0.0,0.8990384615384616,0.5411275415896488,5.5,5.0,5.5,237.0,-0.026855725,33
pregnant,18,conservative,0,32,1,114,0.0,0.991304347826087,0.0,0.7808219178082192,0.0,1.0,0.483695652173913,5.5,5.0,5.5,237.0,-0.026855725,33
pregnant,18,majority,0,32,0,115,0.0,1.0,0.0,0.782312925170068,0.0,1.0,0.483695652173913,5.5,5.0,5.5,237.0,-0.026855725,33
pregnant,18,max_risk,0,32,1,114,0.0,0.991304347826087,0.0,0.7808219178082192,0.0,1.0,0.483695652173913,5.5,5.0,5.5,237.0,-0.026855725,33
record,21,na,0,11,0,550,0.0,1.0,0.0,0.9803921568627451,0.0,0.8990384615384616,0.5859504132231406,3.0,3.0,3.0,132.0,-0.026855725,33
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.4591240875912409,3.0,3.0,3.0,132.0,-0.026855725,33
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.4591240875912409,3.0,3.0,3.0,132.0,-0.026855725,33
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.4591240875912409,3.0,3.0,3.0,132.0,-0.026855725,33
record,13,na,0,16,3,512,0.0,0.9941747572815534,0.0,0.9696969696969697,0.0,0.9,0.2389563106796117,5.0,4.5,5.0,200.0,-0.0276752101,34
pregnant,13,conservative,0,18,3,126,0.0,0.9767441860465116,0.0,0.875,0.0,1.0,0.36304909560723514,5.0,4.5,5.0,200.0,-0.0276752101,34
pregnant,13,majority,0,18,0,129,0.0,1.0,0.0,0.8775510204081632,0.0,1.0,0.36304909560723514,5.0,4.5,5.0,200.0,-0.0276752101,34
pregnant,13,max_risk,0,18,3,126,0.0,0.9767441860465116,0.0,0.875,0.0,1.0,0.36304909560723514,5.0,4.5,5.0,200.0,-0.0276752101,34
record,18,na,0,24,0,507,0.0,1.0,0.0,0.9548022598870056,0.0,0.9,0.560404339250493,5.0,5.0,5.0,288.0,-0.0276752101,34
pregnant,18,conservative,0,29,0,118,0.0,1.0,0.0,0.8027210884353742,0.0,1.0,0.5786090005844535,5.0,5.0,5.0,288.0,-0.0276752101,34
pregnant,18,majority,0,29,0,118,0.0,1.0,0.0,0.8027210884353742,0.0,1.0,0.5786090005844535,5.0,5.0,5.0,288.0,-0.0276752101,34
pregnant,18,max_risk,0,29,0,118,0.0,1.0,0.0,0.8027210884353742,0.0,1.0,0.5786090005844535,5.0,5.0,5.0,288.0,-0.0276752101,34
record,21,na,0,8,0,523,0.0,1.0,0.0,0.9849340866290018,0.0,0.9,0.4335564053537285,3.0,3.0,3.0,96.0,-0.0276752101,34
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.35182481751824823,3.0,3.0,3.0,96.0,-0.0276752101,34
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.35182481751824823,3.0,3.0,3.0,96.0,-0.0276752101,34
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.35182481751824823,3.0,3.0,3.0,96.0,-0.0276752101,34
record,13,na,0,9,2,540,0.0,0.996309963099631,0.0,0.9836065573770492,0.0,0.9003267973856209,0.43255432554325546,5.5,5.0,5.5,115.0,-0.0271755866,35
pregnant,13,conservative,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.48851894374282434,5.5,5.0,5.5,115.0,-0.0271755866,35
pregnant,13,majority,0,13,0,134,0.0,1.0,0.0,0.9115646258503401,0.0,1.0,0.48851894374282434,5.5,5.0,5.5,115.0,-0.0271755866,35
pregnant,13,max_risk,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.48851894374282434,5.5,5.0,5.5,115.0,-0.0271755866,35
record,18,na,0,26,0,525,0.0,1.0,0.0,0.9528130671506352,0.0,0.9003267973856209,0.5977289377289376,5.5,5.5,5.5,303.0,-0.0271755866,35
pregnant,18,conservative,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.6094017094017093,5.5,5.5,5.5,303.0,-0.0271755866,35
pregnant,18,majority,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.6094017094017093,5.5,5.5,5.5,303.0,-0.0271755866,35
pregnant,18,max_risk,0,30,0,117,0.0,1.0,0.0,0.7959183673469388,0.0,1.0,0.6094017094017093,5.5,5.5,5.5,303.0,-0.0271755866,35
record,21,na,0,12,0,539,0.0,1.0,0.0,0.9782214156079855,0.0,0.9003267973856209,0.5276747062461348,3.0,3.0,3.0,144.0,-0.0271755866,35
pregnant,21,conservative,0,11,0,136,0.0,1.0,0.0,0.9251700680272109,0.0,1.0,0.4298128342245989,3.0,3.0,3.0,144.0,-0.0271755866,35
pregnant,21,majority,0,11,0,136,0.0,1.0,0.0,0.9251700680272109,0.0,1.0,0.4298128342245989,3.0,3.0,3.0,144.0,-0.0271755866,35
pregnant,21,max_risk,0,11,0,136,0.0,1.0,0.0,0.9251700680272109,0.0,1.0,0.4298128342245989,3.0,3.0,3.0,144.0,-0.0271755866,35
record,13,na,0,10,2,541,0.0,0.996316758747698,0.0,0.9818511796733213,0.0,0.9021207177814029,0.36482504604051563,5.5,4.5,5.5,124.0,-0.0281513424,36
pregnant,13,conservative,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.5114810562571757,5.5,4.5,5.5,124.0,-0.0281513424,36
pregnant,13,majority,0,13,0,134,0.0,1.0,0.0,0.9115646258503401,0.0,1.0,0.5114810562571757,5.5,4.5,5.5,124.0,-0.0281513424,36
pregnant,13,max_risk,0,13,2,132,0.0,0.9850746268656716,0.0,0.9103448275862069,0.0,1.0,0.5114810562571757,5.5,4.5,5.5,124.0,-0.0281513424,36
record,18,na,0,23,1,529,0.0,0.9981132075471698,0.0,0.9583333333333334,0.0,0.9021207177814029,0.48843314191960624,5.5,5.0,5.5,276.0,-0.0281513424,36
pregnant,18,conservative,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.4989795918367347,5.5,5.0,5.5,276.0,-0.0281513424,36
pregnant,18,majority,0,35,0,112,0.0,1.0,0.0,0.7619047619047619,0.0,1.0,0.4989795918367347,5.5,5.0,5.5,276.0,-0.0281513424,36
pregnant,18,max_risk,0,35,1,111,0.0,0.9910714285714286,0.0,0.7602739726027398,0.0,1.0,0.4989795918367347,5.5,5.0,5.5,276.0,-0.0281513424,36
record,21,na,0,7,0,546,0.0,1.0,0.0,0.9873417721518988,0.0,0.9021207177814029,0.5251177394034536,3.0,3.0,3.0,84.0,-0.0281513424,36
pregnant,21,conservative,0,8,0,139,0.0,1.0,0.0,0.9455782312925171,0.0,1.0,0.4163669064748201,3.0,3.0,3.0,84.0,-0.0281513424,36
pregnant,21,majority,0,8,0,139,0.0,1.0,0.0,0.9455782312925171,0.0,1.0,0.4163669064748201,3.0,3.0,3.0,84.0,-0.0281513424,36
pregnant,21,max_risk,0,8,0,139,0.0,1.0,0.0,0.9455782312925171,0.0,1.0,0.4163669064748201,3.0,3.0,3.0,84.0,-0.0281513424,36
record,13,na,0,18,2,541,0.0,0.996316758747698,0.0,0.9677996422182469,0.0,0.8976,0.48639246981788414,3.5,3.5,4.0,217.0,-0.027120967,37
pregnant,13,conservative,0,23,2,122,0.0,0.9838709677419355,0.0,0.8413793103448276,0.0,1.0,0.5690743338008415,3.5,3.5,4.0,217.0,-0.027120967,37
pregnant,13,majority,0,23,0,124,0.0,1.0,0.0,0.8435374149659864,0.0,1.0,0.5690743338008415,3.5,3.5,4.0,217.0,-0.027120967,37
pregnant,13,max_risk,0,23,2,122,0.0,0.9838709677419355,0.0,0.8413793103448276,0.0,1.0,0.5690743338008415,3.5,3.5,4.0,217.0,-0.027120967,37
record,18,na,0,25,1,535,0.0,0.9981343283582089,0.0,0.9553571428571429,0.0,0.8976,0.5164925373134328,5.5,5.0,5.5,294.0,-0.027120967,37
pregnant,18,conservative,0,38,1,108,0.0,0.9908256880733946,0.0,0.7397260273972602,0.0,1.0,0.5272815065185901,5.5,5.0,5.5,294.0,-0.027120967,37
pregnant,18,majority,0,38,0,109,0.0,1.0,0.0,0.7414965986394558,0.0,1.0,0.5272815065185901,5.5,5.0,5.5,294.0,-0.027120967,37
pregnant,18,max_risk,0,38,1,108,0.0,0.9908256880733946,0.0,0.7397260273972602,0.0,1.0,0.5272815065185901,5.5,5.0,5.5,294.0,-0.027120967,37
record,21,na,0,12,0,549,0.0,1.0,0.0,0.9786096256684492,0.0,0.8976,0.5505464480874317,3.0,3.0,3.0,144.0,-0.027120967,37
pregnant,21,conservative,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.47583243823845334,3.0,3.0,3.0,144.0,-0.027120967,37
pregnant,21,majority,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.47583243823845334,3.0,3.0,3.0,144.0,-0.027120967,37
pregnant,21,max_risk,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.47583243823845334,3.0,3.0,3.0,144.0,-0.027120967,37
record,13,na,2,15,11,522,0.11764705882352941,0.9793621013133208,0.15384615384615385,0.9720670391061452,0.13333333333333333,0.8957654723127035,0.4934333958724203,3.5,3.0,3.5,203.0,-0.0276490732,38
pregnant,13,conservative,2,17,10,118,0.10526315789473684,0.921875,0.16666666666666666,0.8740740740740741,0.12903225806451613,1.0,0.4642269736842105,3.5,3.0,3.5,203.0,-0.0276490732,38
pregnant,13,majority,0,19,1,127,0.0,0.9921875,0.0,0.8698630136986302,0.0,1.0,0.4642269736842105,3.5,3.0,3.5,203.0,-0.0276490732,38
pregnant,13,max_risk,2,17,10,118,0.10526315789473684,0.921875,0.16666666666666666,0.8740740740740741,0.12903225806451613,1.0,0.4642269736842105,3.5,3.0,3.5,203.0,-0.0276490732,38
record,18,na,0,26,1,523,0.0,0.9980916030534351,0.0,0.9526411657559198,0.0,0.8957654723127035,0.607824427480916,5.5,5.0,5.5,309.0,-0.0276490732,38
pregnant,18,conservative,0,27,1,119,0.0,0.9916666666666667,0.0,0.815068493150685,0.0,1.0,0.4990740740740741,5.5,5.0,5.5,309.0,-0.0276490732,38
pregnant,18,majority,0,27,0,120,0.0,1.0,0.0,0.8163265306122449,0.0,1.0,0.4990740740740741,5.5,5.0,5.5,309.0,-0.0276490732,38
pregnant,18,max_risk,0,27,1,119,0.0,0.9916666666666667,0.0,0.815068493150685,0.0,1.0,0.4990740740740741,5.5,5.0,5.5,309.0,-0.0276490732,38
record,21,na,0,16,0,534,0.0,1.0,0.0,0.9709090909090909,0.0,0.8957654723127035,0.4599719101123596,3.0,3.0,3.0,192.0,-0.0276490732,38
pregnant,21,conservative,0,15,0,132,0.0,1.0,0.0,0.8979591836734694,0.0,1.0,0.30909090909090914,3.0,3.0,3.0,192.0,-0.0276490732,38
pregnant,21,majority,0,15,0,132,0.0,1.0,0.0,0.8979591836734694,0.0,1.0,0.30909090909090914,3.0,3.0,3.0,192.0,-0.0276490732,38
pregnant,21,max_risk,0,15,0,132,0.0,1.0,0.0,0.8979591836734694,0.0,1.0,0.30909090909090914,3.0,3.0,3.0,192.0,-0.0276490732,38
record,13,na,1,12,8,513,0.07692307692307693,0.9846449136276392,0.1111111111111111,0.9771428571428571,0.09090909090909091,0.898989898989899,0.688025985530784,3.5,3.5,5.5,156.0,-0.0273143062,39
pregnant,13,conservative,1,16,7,123,0.058823529411764705,0.9461538461538461,0.125,0.8848920863309353,0.08,1.0,0.5316742081447964,3.5,3.5,5.5,156.0,-0.0273143062,39
pregnant,13,majority,0,17,0,130,0.0,1.0,0.0,0.8843537414965986,0.0,1.0,0.5316742081447964,3.5,3.5,5.5,156.0,-0.0273143062,39
pregnant,13,max_risk,1,16,7,123,0.058823529411764705,0.9461538461538461,0.125,0.8848920863309353,0.08,1.0,0.5316742081447964,3.5,3.5,5.5,156.0,-0.0273143062,39
record,18,na,0,35,1,498,0.0,0.9979959919839679,0.0,0.9343339587242027,0.0,0.898989898989899,0.5865445176066418,5.5,5.0,5.5,420.0,-0.0273143062,39
pregnant,18,conservative,0,34,1,112,0.0,0.9911504424778761,0.0,0.7671232876712328,0.0,1.0,0.5158771473191046,5.5,5.0,5.5,420.0,-0.0273143062,39
pregnant,18,majority,0,34,0,113,0.0,1.0,0.0,0.7687074829931972,0.0,1.0,0.5158771473191046,5.5,5.0,5.5,420.0,-0.0273143062,39
pregnant,18,max_risk,0,34,1,112,0.0,0.9911504424778761,0.0,0.7671232876712328,0.0,1.0,0.5158771473191046,5.5,5.0,5.5,420.0,-0.0273143062,39
record,21,na,0,8,0,526,0.0,1.0,0.0,0.9850187265917603,0.0,0.898989898989899,0.5327946768060837,3.0,3.0,3.0,96.0,-0.0273143062,39
pregnant,21,conservative,0,9,0,138,0.0,1.0,0.0,0.9387755102040817,0.0,1.0,0.35990338164251207,3.0,3.0,3.0,96.0,-0.0273143062,39
pregnant,21,majority,0,9,0,138,0.0,1.0,0.0,0.9387755102040817,0.0,1.0,0.35990338164251207,3.0,3.0,3.0,96.0,-0.0273143062,39
pregnant,21,max_risk,0,9,0,138,0.0,1.0,0.0,0.9387755102040817,0.0,1.0,0.35990338164251207,3.0,3.0,3.0,96.0,-0.0273143062,39
record,13,na,0,14,7,485,0.0,0.9857723577235772,0.0,0.9719438877755511,0.0,0.892416225749559,0.3930023228803716,5.5,3.0,5.5,188.0,-0.027650648,40
pregnant,13,conservative,2,12,5,128,0.14285714285714285,0.9624060150375939,0.2857142857142857,0.9142857142857143,0.19047619047619047,1.0,0.5537056928034372,5.5,3.0,5.5,188.0,-0.027650648,40
pregnant,13,majority,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.5537056928034372,5.5,3.0,5.5,188.0,-0.027650648,40
pregnant,13,max_risk,2,12,5,128,0.14285714285714285,0.9624060150375939,0.2857142857142857,0.9142857142857143,0.19047619047619047,1.0,0.5537056928034372,5.5,3.0,5.5,188.0,-0.027650648,40
record,18,na,0,21,0,485,0.0,1.0,0.0,0.958498023715415,0.0,0.892416225749559,0.5699558173784978,5.0,5.0,5.0,273.0,-0.027650648,40
pregnant,18,conservative,0,24,0,123,0.0,1.0,0.0,0.8367346938775511,0.0,1.0,0.5599593495934959,5.0,5.0,5.0,273.0,-0.027650648,40
pregnant,18,majority,0,24,0,123,0.0,1.0,0.0,0.8367346938775511,0.0,1.0,0.5599593495934959,5.0,5.0,5.0,273.0,-0.027650648,40
pregnant,18,max_risk,0,24,0,123,0.0,1.0,0.0,0.8367346938775511,0.0,1.0,0.5599593495934959,5.0,5.0,5.0,273.0,-0.027650648,40
record,21,na,0,15,0,491,0.0,1.0,0.0,0.9703557312252964,0.0,0.892416225749559,0.6012219959266802,3.0,3.0,3.0,180.0,-0.027650648,40
pregnant,21,conservative,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.4189044038668098,3.0,3.0,3.0,180.0,-0.027650648,40
pregnant,21,majority,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.4189044038668098,3.0,3.0,3.0,180.0,-0.027650648,40
pregnant,21,max_risk,0,14,0,133,0.0,1.0,0.0,0.9047619047619048,0.0,1.0,0.4189044038668098,3.0,3.0,3.0,180.0,-0.027650648,40
record,13,na,0,21,6,528,0.0,0.9887640449438202,0.0,0.9617486338797814,0.0,0.9024390243902439,0.4685214909934011,3.5,3.5,5.0,259.0,-0.0276349,41
pregnant,13,conservative,0,18,6,123,0.0,0.9534883720930233,0.0,0.8723404255319149,0.0,1.0,0.5512489233419466,3.5,3.5,5.0,259.0,-0.0276349,41
pregnant,13,majority,0,18,0,129,0.0,1.0,0.0,0.8775510204081632,0.0,1.0,0.5512489233419466,3.5,3.5,5.0,259.0,-0.0276349,41
pregnant,13,max_risk,0,18,6,123,0.0,0.9534883720930233,0.0,0.8723404255319149,0.0,1.0,0.5512489233419466,3.5,3.5,5.0,259.0,-0.0276349,41
record,18,na,0,27,1,527,0.0,0.9981060606060606,0.0,0.9512635379061372,0.0,0.9024390243902439,0.5154320987654321,5.5,5.0,5.5,324.0,-0.0276349,41
pregnant,18,conservative,0,31,1,115,0.0,0.9913793103448276,0.0,0.7876712328767124,0.0,1.0,0.4835928809788654,5.5,5.0,5.5,324.0,-0.0276349,41
pregnant,18,majority,0,31,0,116,0.0,1.0,0.0,0.7891156462585034,0.0,1.0,0.4835928809788654,5.5,5.0,5.5,324.0,-0.0276349,41
pregnant,18,max_risk,0,31,1,115,0.0,0.9913793103448276,0.0,0.7876712328767124,0.0,1.0,0.4835928809788654,5.5,5.0,5.5,324.0,-0.0276349,41
record,21,na,0,9,0,546,0.0,1.0,0.0,0.9837837837837838,0.0,0.9024390243902439,0.48127798127798127,3.0,3.0,3.0,108.0,-0.0276349,41
pregnant,21,conservative,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.30437956204379557,3.0,3.0,3.0,108.0,-0.0276349,41
pregnant,21,majority,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.30437956204379557,3.0,3.0,3.0,108.0,-0.0276349,41
pregnant,21,max_risk,0,10,0,137,0.0,1.0,0.0,0.9319727891156463,0.0,1.0,0.30437956204379557,3.0,3.0,3.0,108.0,-0.0276349,41
