ga,group,loss,t_star
21.5,G5,8.911128986577584,25.0
21.6,G5,8.586128986577577,25.0
21.7,G5,8.261128986577585,25.0
21.8,G5,7.9478649739357605,25.0
21.9,G5,7.637581581208733,25.0
22.0,G5,7.339769689163956,25.0
22.1,G5,7.062895617007094,25.0
22.2,G5,6.800532132886391,25.0
22.3,G5,6.550532132886389,25.0
22.4,G5,6.300532132886394,25.0
22.5,G5,6.05053213288639,25.0
22.6,G5,5.812865480649134,25.0
22.7,G5,5.57536548064914,25.0
22.8,G5,5.339397768235398,25.0
22.9,G5,5.114397768235403,25.0
23.0,G5,4.8893977682353995,25.0
23.1,G5,4.673108815157214,25.0
23.2,G5,4.470053742381353,25.0
23.3,G5,4.276528141351783,25.0
23.4,G5,4.089028141351786,25.0
23.5,G5,3.901528141351784,25.0
23.6,G5,3.725090474081102,25.0
23.7,G5,3.5509372905139487,25.0
23.8,G5,3.388437290513946,25.0
23.9,G5,3.22593729051395,25.0
24.0,G5,3.063437290513947,25.0
24.1,G5,2.900937290513945,25.0
24.2,G5,2.7384372905139487,25.0
24.3,G5,2.575937290513946,25.0
24.4,G5,2.4134372905139494,25.0
24.5,G5,2.250937290513947,25.0
24.6,G5,2.0888801762711773,25.0
24.7,G5,1.9451479239149048,25.0
24.8,G5,1.819145125358699,25.0
24.9,G5,1.7066451253587012,25.0
25.0,G5,1.5941451253586998,25.0
