K,bootstrap_mean_loss,bootstrap_se,successful_replicates,one_se_threshold,selected
2,0.43772801132814154,0.02957124325721493,300,0.4641795260686705,True
3,0.4349564414974724,0.02922308457119811,300,0.4641795260686705,False
4,0.4390967557533118,0.028929339674089814,300,0.4641795260686705,False
